id,State_Code,State_Name,State_ab,County,City,Place,Type,Primary,Zip_Code,Area_Code,ALand,AWater,Lat,Lon,Mean,Median,Stdev,sum_w
55024118,55,Wisconsin,WI,Adams County,Franklin,Adams city,Track,Track,53132,414,38891258,7794,42.8672363,-88.0033793,79448,56471,56596,213.688026113065
35021745,35,New Mexico,NM,Bernalillo County,Santa Fe,Albuquerque city,Track,Track,87501,505,12565061,0,35.7037625,-105.9620403,89452,78726,60619,181.916033955201
36029074,36,New York,NY,Albany County,Brooklyn,Albany city,Track,Track,11205,718,269728,0,40.6912795,-73.9626407,64925,51878,52625,665.873169364908
13026123,13,Georgia,GA,Appling County,Valdosta,Baxley city,Track,Track,31601,229,318706778,12838146,30.7147536,-83.3360071,53993,44252,42948,474.578817395972
21023369,21,Kentucky,KY,Adair County,Hyden,Columbia city,Track,Track,41749,606,417401219,6502424,37.161066,-83.4187712,38338,24252,41006,218.18158784551
120210600,12,Florida,FL,Alachua County,Miami,Gainesville city,Track,Track,33133,305,1603955,0,25.7469009,-80.229428,56661,37549,59895,228.590542127521
5102914,51,Virginia,VA,Accomack County,Unionville,Chincoteague,Track,Track,22567,540,427824700,2544046,38.2445273,-77.9774496,71694,63689,54562,1645.46555701489
6023349,6,California,CA,Alameda County,Lancaster,Alameda city,Track,Track,93535,661,1309408,0,34.6822484,-118.1080444,50197,35625,41437,801.02207815209
28022295,28,Mississippi,MS,Adams County,Summit,Cloverdale,Track,Track,39666,601,231749174,140289,31.2625884,-90.3175102,49074,43174,41781,486.10393289566
2602271,26,Michigan,MI,Alcona County,Dewitt,Hubbard Lake,Track,Track,48820,517,7463596,53322,42.8242579,-84.5595692,85537,68142,65146,756.266171949892
40021553,40,Oklahoma,OK,Adair County,Lawton,Bell,Track,Track,73505,580,6404903,0,34.6082648,-98.4622698,56296,46653,32348,387.990397330178
360219594,36,New York,NY,Albany County,Newark,Albany city,Track,Track,14513,315,10042696,0,43.0379335,-77.0834025,33952,24411,24040,239.297321867869
39012692,39,Ohio,OH,Summit County,Twinsburg,Twinsburg city,City,place,44087,330,35668950,81522,41.322594,-81.443123,84055,71322,61401,3723.38762536977
17025369,17,Illinois,IL,Adams County,Chicago,Camp Point,Track,Track,60652,773,1148943,0,41.7382302,-87.7118234,98281,84821,61057,236.118775323081
51011331,51,Virginia,VA,Prince William County,Woodbridge,Potomac Mills,CDP,place,22192,703,10429683,42279,38.655646,-77.302511,97865,78914,72581,869.289902914804
45022308,45,South Carolina,SC,Abbeville County,Lake City,Abbeville city,Track,Track,29560,843,41562419,126603,33.8389294,-79.7194929,57172,40485,56146,416.473551795855
6023199,6,California,CA,Alameda County,El Segundo,Alameda city,Track,Track,90245,310,871913,0,33.9201935,-118.418063,103211,81135,67873,622.62360829192
480213998,48,Texas,TX,Anderson County,Houston,Elkhart,Track,Track,77092,713,1886273,8667,29.8447655,-95.4793216,74270,300000,48610,268.35490119891
60218509,6,California,CA,Alameda County,Los Banos,Alameda city,Track,Track,93635,209,8081540,0,37.049609,-120.8635648,54495,42798,48414,361.622135045268
29022104,29,Missouri,MO,Adair County,Kansas City,Kirksville city,Track,Track,64155,816,8545517,13813,39.2730872,-94.5796524,81268,63767,55438,384.287492643216
120211130,12,Florida,FL,Alachua County,Homestead,Gainesville city,Track,Track,33030,305,10024096,34540,25.5019971,-80.4592232,62582,49270,38359,370.621654700278
17012827,17,Illinois,IL,White County,Grayville,Grayville city,City,place,62844,618,5515517,110335,38.255135,-87.996927,46211,34465,36880,257.555830961826
360214154,36,New York,NY,Albany County,Utica,Albany city,Track,Track,13501,315,1197543,0,43.09116,-75.2441812,27026,13469,42090,500.371365917635
36026204,36,New York,NY,Albany County,Bronx,Albany city,Track,Track,10458,718,182164,0,40.8691444,-73.8869972,34451,27800,28377,396.643510863393
55024148,55,Wisconsin,WI,Adams County,Tomah,Adams city,Track,Track,54660,608,16352693,13984,43.9916554,-90.4813622,45239,37346,32865,422.455502736399
6023389,6,California,CA,Alameda County,Palmdale,Alameda city,Track,Track,93551,661,3305728,0,34.5966435,-118.155582,74123,58826,54555,1036.25955308176
4023263,4,Arizona,AZ,Apache County,Phoenix,Chinle,Track,Track,85032,602,5142712,18647,33.6896109,-111.9086338,122412,105159,94141,215.488299818658
5021896,5,Arkansas,AR,Arkansas County,Jasper,Stuttgart city,Track,Track,72641,870,600868738,2753253,36.0612239,-93.1982011,50710,40104,40020,420.75123007049
1022076,1,Alabama,AL,Autauga County,Gadsden,Autaugaville,Track,Track,35901,256,22461766,717,34.0476407,-86.0342629,65909,49884,54872,179.458553238953
60219009,6,California,CA,Alameda County,Brea,Alameda city,Track,Track,92821,714,3085738,0,33.9153582,-117.9082621,69752,64980,50794,237.255064720305
72021536,72,Puerto Rico,PR,Adjuntas Municipio,Lares,Adjuntas,Track,Track,669,787,25782209,18091,18.3678726,-66.8556651,24672,20992,19976,264.719198165851
1022126,1,Alabama,AL,Autauga County,Glencoe,Autaugaville,Track,Track,35905,256,57350608,1090995,33.918413,-85.9183325,55639,300000,47971,624.013735835527
6021079,6,California,CA,Alameda County,Mcfarland,Alameda city,Track,Track,93250,661,9348876,0,35.6738272,-119.2425798,38045,31876,30117,1684.43825484621
22024459,22,Louisiana,LA,Acadia Parish,Simpson,Crowley city,Track,Track,71474,337,828533029,1369229,31.2330338,-93.0304239,55043,52324,37427,201.757732282769
1021286,1,Alabama,AL,Autauga County,Gulf Shores,Autaugaville,Track,Track,36547,251,34146324,8917573,30.2696285,-87.637277,65583,300000,59906,202.728190356
6026839,6,California,CA,Alameda County,Santa Barbara,Alameda city,Track,Track,93101,805,509990,0,34.4261948,-119.7150662,73453,57604,56665,709.594445380178
1002502,10,Delaware,DE,Kent County,Newark,Camden,Track,Track,19711,302,17029332,0,39.7145751,-75.737865,97065,89052,59272,99.8233289623951
31021617,31,Nebraska,NE,Adams County,Lincoln,Ayr,Track,Track,68521,402,8545217,0,40.8640428,-96.7383976,98976,300000,47182,238.346187300362
39025383,39,Ohio,OH,Adams County,New Madison,Rome,Track,Track,45346,937,323140711,1026402,39.9988846,-84.7143251,73248,73660,37677,179.857292875972
60210049,6,California,CA,Alameda County,South Lake Tahoe,Alameda city,Track,Track,96150,530,4779638,541288,38.9280929,-120.0091813,112677,94894,85957,218.557163899164
260210401,26,Michigan,MI,Alcona County,Inkster,Hubbard Lake,Track,Track,48141,734,3502745,7366,42.2730855,-83.3326751,61343,47241,48386,295.822011198055
5602174,56,Wyoming,WY,Albany County,Gillette,Laramie city,Track,Track,82717,307,88282216,111078,44.2622761,-105.4045602,86662,73988,56250,338.68077323671
60221139,6,California,CA,Alameda County,Jurupa Valley,Alameda city,Track,Track,92509,951,938223,0,33.9943219,-117.4071313,46706,44628,30245,303.991288421002
18025945,18,Indiana,IN,Adams County,Evansville,Berne city,Track,Track,47710,812,15935154,82402,38.0445904,-87.5790956,34823,24308,28214,802.438242313291
27025083,27,Minnesota,MN,Aitkin County,Murdock,Aitkin city,Track,Track,56271,320,556239330,7362398,45.2779375,-95.3695094,74833,61319,53508,149.325827456607
17028569,17,Illinois,IL,Adams County,Mazon,Camp Point,Track,Track,60444,815,389968988,1662711,41.1909671,-88.4640243,79848,63001,60011,206.58824543573
6023649,6,California,CA,Alameda County,Merced,Alameda city,Track,Track,95340,209,4246276,0,37.3136674,-120.4472741,68517,54406,53525,1122.91671565436
27023223,27,Minnesota,MN,Aitkin County,Minneapolis,Aitkin city,Track,Track,55404,612,682644,0,44.9625323,-93.2537455,24385,8847,33928,303.76416197057
26027261,26,Michigan,MI,Alcona County,Commerce Township,Hubbard Lake,Track,Track,48382,248,9838634,1115441,42.5894867,-83.4530103,94226,85171,64484,231.752508519489
3201258,32,Nevada,NV,Lyon County,Smith,Smith Valley,CDP,place,89430,775,312407923,4983228,38.788287,-119.338591,91622,67269,76677,236.121225686536
3501823,35,New Mexico,NM,Socorro County,Polvadera,Polvadera,CDP,place,87828,505,2510635,0,34.202039,-106.917202,17784,11572,20346,170.656453314133
4024383,4,Arizona,AZ,Apache County,Scottsdale,Chinle,Track,Track,85256,480,211716270,7251101,33.5222009,-111.7981089,57997,39241,60766,170.42513989795
60218949,6,California,CA,Alameda County,Nevada City,Alameda city,Track,Track,95959,530,29080729,9642,39.2508975,-121.045279,84697,73012,57239,472.940890671602
24023627,24,Maryland,MD,Allegany County,Silver Spring,Little Orleans,Track,Track,20902,301,1784909,1925,39.0389118,-77.0339921,105437,113156,71012,290.517344465214
26026781,26,Michigan,MI,Alcona County,Monroe,Hubbard Lake,Track,Track,48162,734,15004525,111254,41.9439665,-83.3441661,51071,42796,35773,288.827372572463
60212239,6,California,CA,Alameda County,Reseda,Alameda city,Track,Track,91335,818,1278601,0,34.1974433,-118.5273253,67360,40039,61805,469.153272714883
17027069,17,Illinois,IL,Adams County,Country Club Hills,Camp Point,Track,Track,60478,708,5167658,35030,41.5635098,-87.7316996,73224,300000,46093,246.058961326915
19023115,19,Iowa,IA,Adair County,Reinbeck,Greenfield city,Track,Track,50669,319,341638756,150772,42.2385786,-92.5789367,61575,54257,46975,408.879652569503
360216804,36,New York,NY,Albany County,Bayside,Albany city,Track,Track,11361,718,357723,0,40.7529118,-73.7702818,100518,300000,73284,127.659512309172
1102521,11,District of Columbia,DC,District of Columbia,Washington,Washington city,Track,Track,20009,202,778052,0,38.9102408,-76.9812669,56524,48608,44165,203.721782119505
20021980,20,Kansas,KS,Allen County,Fontana,Gas city,Track,Track,66026,913,533589899,6934786,38.4861373,-94.8226807,96186,62240,73379,134.727729986718
4601778,46,South Dakota,SD,Lyman County,Presho,Vivian,CDP,place,57568,605,4477810,0,43.927267,-100.301123,62507,300000,24578,12.2994286312552
47024590,47,Tennessee,TN,Anderson County,Memphis,Clinton city,Track,Track,38117,901,3210263,0,35.0982628,-89.909105,90503,72741,74395,389.675539693799
26027971,26,Michigan,MI,Alcona County,Rochester Hills,Hubbard Lake,Track,Track,48309,248,4655154,0,42.628032,-83.1899474,88803,75842,63711,399.449087710944
47024740,47,Tennessee,TN,Anderson County,Memphis,Clinton city,Track,Track,38134,901,7648531,0,35.17621,-89.8851161,56868,39091,53638,496.990909640707
28021695,28,Mississippi,MS,Adams County,Scooba,Cloverdale,Track,Track,39358,662,1097673900,1533996,32.7543364,-88.5266718,32094,29054,21623,441.758029367872
34027275,34,New Jersey,NJ,Atlantic County,Passaic,Absecon city,Track,Track,7055,973,603976,0,40.8539301,-74.1299464,49130,31192,49987,539.798961469693
21021989,21,Kentucky,KY,Adair County,Lexington,Columbia city,Track,Track,40511,859,3629085,0,38.0823112,-84.479623,42733,21255,48882,260.858470927395
37011792,37,North Carolina,NC,Beaufort County,Washington,Pinetown,CDP,place,27889,252,2612775,0,35.61103,-76.8558,52154,300000,24662,16.8993259460351
51024264,51,Virginia,VA,Accomack County,Mathews,Chincoteague,Track,Track,23109,804,131157408,76188146,37.3879899,-76.3249779,51265,300000,46082,182.096305146158
12024540,12,Florida,FL,Alachua County,Mims,Gainesville city,Track,Track,32754,321,40834011,16480858,28.7246171,-80.8465863,67463,56267,44785,265.883080075449
6026929,6,California,CA,Alameda County,San Jose,Alameda city,Track,Track,95126,408,2134649,0,37.3299506,-121.9279069,134355,127527,77034,626.152392551659
3702684,37,North Carolina,NC,Alamance County,Winston Salem,Alamance,Track,Track,27107,336,16649950,57436,36.03629,-80.203099,46415,37233,35948,1542.31227168351
29024414,29,Missouri,MO,Adair County,O'fallon,Kirksville city,Track,Track,63368,636,5336541,0,38.7688192,-90.714047,109026,300000,58838,271.381064722695
1301969,13,Georgia,GA,Taylor County,Butler,Butler city,City,place,31006,478,8413760,43948,32.557194,-84.23733,40631,28923,40907,547.546202060277
24024157,24,Maryland,MD,Allegany County,Upper Marlboro,Little Orleans,Track,Track,20774,301,2317196,15200,38.8845883,-76.8056304,93957,82533,54323,195.714751010368
3202687,32,Nevada,NV,Churchill County,Truckee,Fallon city,Track,Track,96161,530,0,29684290,39.1412571,-119.9741471,0,0,0,0.0
60225159,6,California,CA,Alameda County,El Cajon,Alameda city,Track,Track,92019,619,1623060,0,32.7921847,-116.9264026,36739,25081,46944,367.057955374446
60220369,6,California,CA,Alameda County,Garden Grove,Alameda city,Track,Track,92843,714,1303759,0,33.774216,-117.9350465,100406,80400,63413,195.718046345239
48021368,48,Texas,TX,Anderson County,Grand Prairie,Elkhart,Track,Track,75050,972,2438735,0,32.747314,-97.0277584,40855,34200,34739,1074.36064062869
801949,8,Colorado,CO,Weld County,New Raymer,Raymer (New Raymer),Town,place,80742,970,2079349,0,40.607952,-103.843374,56190,300000,44062,20.9992652804312
48023008,48,Texas,TX,Anderson County,Cypress,Elkhart,Track,Track,77429,281,4274319,37939,29.9575435,-95.6140603,90894,74303,61813,713.324528034093
1502901,15,Hawaii,HI,Hawaii County,Mililani,Hilo,Track,Track,96789,808,1355156,0,21.4723996,-157.9986654,99483,93605,51951,314.065942217452
2801796,28,Mississippi,MS,Lauderdale County,Collinsville,Collinsville,CDP,place,39325,601,36904288,68346,32.487323,-88.844307,74709,69195,54653,314.876499698708
360210064,36,New York,NY,Albany County,Brooklyn,Albany city,Track,Track,11222,718,237963,0,40.730219,-73.957763,82430,66715,63113,273.819873990911
42012306,42,Pennsylvania,PA,Luzerne County,Berwick,East Berwick,CDP,place,18603,570,2230231,431536,41.069717,-76.217444,57294,46024,40871,577.74776904831
19021675,19,Iowa,IA,Adair County,Britt,Greenfield city,Track,Track,50423,641,178168802,1027395,43.1755041,-93.8013734,56979,43564,42906,300.853893072413
36028614,36,New York,NY,Albany County,Dexter,Albany city,Track,Track,13634,315,117041425,1082635,43.9805388,-76.0191435,70621,60808,46180,380.212909521406
3302702,33,New Hampshire,NH,Belknap County,Nashua,Alton,Track,Track,3060,603,5062546,332822,42.7428723,-71.4529334,96270,300000,65031,191.089550801106
53021149,53,Washington,WA,Adams County,Lake Stevens,Hatton,Track,Track,98258,425,4726711,196404,48.0191053,-122.0667747,91120,85745,55113,854.832726308581
17026139,17,Illinois,IL,Adams County,Skokie,Camp Point,Track,Track,60077,847,1135605,0,42.0444492,-87.7555401,46759,37885,37545,149.99323983759
2302985,23,Maine,ME,Androscoggin County,Rumford,Auburn city,Track,Track,4276,207,86276274,3239017,44.5079476,-70.6100356,55609,50203,38659,308.385903443858
22022249,22,Louisiana,LA,Acadia Parish,New Iberia,Crowley city,Track,Track,70563,337,19796663,565449,30.0136639,-91.7813615,112179,300000,61264,190.82098098584
27011315,27,Minnesota,MN,Polk County,Clearbrook,Gully city,City,place,56634,218,637316,0,47.768437,-95.622861,43106,43256,20230,38.7322804081781
60213299,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90015,323,1003327,0,34.009617,-118.2439607,63161,300000,51122,108.597717234911
502336,5,Arkansas,AR,Arkansas County,Ashdown,Stuttgart city,Track,Track,71822,870,147041746,6076630,33.6327452,-94.1518784,53566,37055,50987,538.145078922036
2102589,21,Kentucky,KY,Adair County,Louisville,Columbia city,Track,Track,40223,502,13670502,326441,38.2625881,-85.5208622,102129,82322,77968,960.072566686524
42011916,42,Pennsylvania,PA,Union County,Watsontown,Allenwood,CDP,place,17777,570,1521762,0,41.108096,-76.898157,55012,48693,38797,116.462477796682
12022490,12,Florida,FL,Alachua County,Miami,Gainesville city,Track,Track,33175,305,1187564,115050,25.7216371,-80.4267493,63628,56555,41435,806.163642806673
37027144,37,North Carolina,NC,Alamance County,China Grove,Alamance,Track,Track,28023,704,30467830,243169,35.5157551,-80.5705368,45493,300000,22014,281.927805859483
47021750,47,Tennessee,TN,Anderson County,Lafollette,Clinton city,Track,Track,37766,423,17100668,0,36.3919856,-84.0925631,52503,39633,36207,228.892170149874
48027958,48,Texas,TX,Anderson County,Plano,Elkhart,Track,Track,75023,469,2884380,0,33.0490717,-96.7610943,82419,300000,60386,328.385748165922
3302822,33,New Hampshire,NH,Belknap County,Hooksett,Alton,Track,Track,3106,603,32445651,1531913,43.0756328,-71.4763075,110111,300000,59981,153.819325820584
26011403,26,Michigan,MI,Saginaw County,Saginaw,Saginaw city,City,place,48601,989,44306127,1889984,43.419945,-83.950172,36338,28008,33175,14833.1210106313
26022661,26,Michigan,MI,Alcona County,Dearborn Heights,Hubbard Lake,Track,Track,48127,313,1620065,0,42.3155357,-83.2987721,65509,50201,57537,850.850708585832
36024614,36,New York,NY,Albany County,Ellenville,Albany city,Track,Track,12428,845,129945040,6314963,41.8018748,-74.4239284,58644,46390,44034,460.383347197461
4601468,46,South Dakota,SD,Brookings County,Brookings,Brookings city,City,place,57006,605,34815541,252977,44.302325,-96.786483,56359,44247,48047,5582.63240681652
8011009,8,Colorado,CO,Boulder County,Gold Hill,Sunshine,CDP,place,80302,720,4479912,0,40.063653,-105.369587,149502,300000,41656,9.59831196287852
25023220,25,Massachusetts,MA,Barnstable County,South Hadley,Barnstable Town city,Track,Track,1075,413,7386372,263613,42.2290052,-72.59401,48722,35026,46129,454.319854814127
13022913,13,Georgia,GA,Appling County,Athens,Baxley city,Track,Track,30605,706,3487401,96579,33.935961,-83.3355465,30323,27398,22260,564.045986743082
48023328,48,Texas,TX,Anderson County,Jasper,Elkhart,Track,Track,75951,409,13162330,0,30.9308882,-94.005857,43999,34600,40266,716.358381699011
6025859,6,California,CA,Alameda County,San Diego,Alameda city,Track,Track,92123,858,2697183,0,32.7884171,-117.1558879,75034,68493,50265,820.152974307522
12027210,12,Florida,FL,Alachua County,Clewiston,Gainesville city,Track,Track,33440,863,189864450,734626,26.7032433,-80.9759517,46491,300000,17681,109.930032588991
47022380,47,Tennessee,TN,Anderson County,Nashville,Clinton city,Track,Track,37205,615,10530927,0,36.0978,-86.8605346,156379,167502,89862,82.1586195887873
5022466,5,Arkansas,AR,Arkansas County,Fort Smith,Stuttgart city,Track,Track,72904,479,6970287,625555,35.4160646,-94.3742474,31717,25789,24024,279.525185568603
12023310,12,Florida,FL,Alachua County,Clearwater,Gainesville city,Track,Track,33765,727,204823621,8612729,28.4017897,-82.3903638,71416,55055,54657,501.674103816662
120215070,12,Florida,FL,Alachua County,Winter Springs,Gainesville city,Track,Track,32708,407,8233042,716896,28.68389,-81.2509395,77808,63310,58705,438.809824123451
42024434,42,Pennsylvania,PA,Adams County,Elderton,Abbottstown,Track,Track,15736,724,168958521,1911234,40.6867498,-79.3666624,52800,45744,38524,531.380378214549
360214164,36,New York,NY,Albany County,Utica,Albany city,Track,Track,13502,315,7640611,662077,43.103084,-75.1909679,0,0,0,0.0
55024278,55,Wisconsin,WI,Adams County,Appleton,Adams city,Track,Track,54911,920,3228350,0,44.2894852,-88.4056242,65397,59599,40891,216.28933953597
47021950,47,Tennessee,TN,Anderson County,Tullahoma,Clinton city,Track,Track,37388,931,21233739,0,35.3694591,-86.2426157,47683,300000,37373,436.859695100425
48013390,48,Texas,TX,Mason County,Mason,Mason city,City,place,76856,325,9461408,84934,30.747713,-99.228603,35252,28290,30250,628.803987104973
240287,24,Maryland,MD,Allegany County,Pasadena,Little Orleans,Track,Track,21122,410,2238648,401032,39.1448828,-76.5344283,99820,94089,51243,628.952277208407
40023343,40,Oklahoma,OK,Adair County,Oologah,Bell,Track,Track,74053,918,268729041,40396021,36.5280935,-95.7069187,65438,60824,43603,419.3378754658
420211584,42,Pennsylvania,PA,Adams County,Philadelphia,Abbottstown,Track,Track,19154,215,502706,0,40.0973154,-74.9805152,54674,300000,40918,394.726700509181
26022861,26,Michigan,MI,Alcona County,Douglas,Hubbard Lake,Track,Track,49406,269,68113052,3526945,42.6325579,-86.1802934,85963,72311,62421,132.556611204807
21022849,21,Kentucky,KY,Adair County,Louisville,Columbia city,Track,Track,40218,502,3197003,2595,38.2003937,-85.6410104,49666,300000,29140,317.596783839351
480211718,48,Texas,TX,Anderson County,La Marque,Elkhart,Track,Track,77568,409,3293044,0,29.3738058,-94.98671,46759,35251,42792,340.720112719944
53024519,53,Washington,WA,Adams County,Tacoma,Hatton,Track,Track,98446,253,3932087,0,47.1216337,-122.4054248,81797,70056,41515,247.512108227134
53022109,53,Washington,WA,Adams County,Castle Rock,Hatton,Track,Track,98611,360,188643966,6692616,46.3203752,-122.842564,66527,42176,58553,253.360407991198
